episode,loss,steps,rewards
1,1.2580130799263716,500,-1253.999999999997
2,0.08971875992789864,500,-2174.999999999979
3,0.04194953827001154,500,-2069.999999999981
4,0.020264024228788913,500,-2051.9999999999814
5,0.014122523806523532,500,-2049.9999999999814
6,0.008324095941730775,500,-2049.9999999999814
7,0.007051514458493329,500,-2049.9999999999814
8,0.004509225391200743,500,-2049.9999999999814
9,0.0033864819170266857,500,-2049.9999999999814
10,0.00320420153158193,500,-2010.9999999999811
11,0.3213744402769953,500,-2903.999999999974
12,0.041946175498422236,500,-1561.9999999999895
13,0.024396873495541514,500,-1550.9999999999898
14,0.01992844010470435,500,-1661.999999999989
15,0.019231208401033654,500,-1552.9999999999898
16,0.020021890209522098,500,-832.0000000000091
17,0.012970888292882591,500,-1552.9999999999898
18,0.015492051060311497,500,-1550.9999999999898
19,0.011048771813861094,500,-1550.9999999999898
20,0.009399855555413523,500,-1550.9999999999898
21,7.144033498576842,500,-2244.9999999999764
22,0.11441030470980332,500,-1550.9999999999898
23,0.04380602284823544,500,-1550.9999999999898
24,0.03841810948122293,500,-751.0000000000092
25,0.037761096302885565,500,-1551.9999999999898
26,0.029339018979109822,500,-1550.9999999999898
27,0.025278760132845492,500,-830.0000000000091
28,0.02504733117460273,500,-674.0000000000081
29,0.023141482511302457,500,-1550.9999999999898
30,0.015229071882553399,500,-1550.9999999999898
31,0.8022995431693271,500,-776.0000000000091
32,0.05017888862756081,500,-1550.9999999999898
33,0.04042674930661451,500,-1550.9999999999898
34,0.04750152668077499,500,-2049.9999999999814
35,0.05502232585498132,500,-1550.9999999999898
36,0.020647360748029316,500,-1550.9999999999898
37,0.026399809737922622,500,-1550.9999999999898
38,0.029876650773221627,500,-1550.9999999999898
39,0.0393314502404537,500,-1550.9999999999898
40,0.02576500796712935,500,-1550.9999999999898
41,1.375688164002495,500,-1610.9999999999882
42,0.1288423378925072,500,-1550.9999999999898
43,0.07237736150284764,500,-1550.9999999999898
44,0.08248414190625772,500,-1517.9999999999898
45,0.04297492987132864,500,-1550.9999999999898
46,0.081327870933339,500,-1550.9999999999898
47,0.0752313680149382,500,-1550.9999999999898
48,0.06363742563663982,500,-1550.9999999999898
49,0.0785588993828278,500,-1550.9999999999898
50,0.13730591746466234,500,-2549.999999999976
51,3.773516495287651,500,-577.0000000000057
52,0.11430373797076754,500,-1069.000000000006
53,0.05835684199770912,500,-1063.0000000000061
54,0.08540648317197337,500,-2549.999999999976
55,0.06703757605247665,500,-1080.0000000000055
56,0.062126506131724456,500,-1238.9999999999975
57,0.05139436120068422,500,-1550.9999999999898
58,0.05593924245750532,500,-2049.9999999999814
59,0.06661815393564757,500,-1550.9999999999898
60,0.059016688250529116,500,-1379.9999999999898
61,5.79909170188196,500,-600.0000000000061
62,0.1327370436360361,500,-1182.0000000000005
63,0.07386657919432037,500,-1213.9999999999989
64,0.10511913041234948,500,-1067.000000000006
65,0.09498915352730546,500,-1086.0000000000052
66,0.06600710703898222,500,-1064.000000000006
67,0.07427194586000405,500,-1061.0000000000061
68,0.09860062715091045,500,-2016.9999999999818
69,0.0636584083235357,500,-1150.0000000000023
70,0.13335845900466667,500,-620.0000000000067
71,0.5580190248284489,500,-657.0000000000076
72,0.2804918039171025,500,-1105.0000000000043
73,0.2008910090373829,500,-990.0000000000082
74,0.14090211705770345,500,-1064.000000000006
75,0.10730807121889666,500,-1062.0000000000061
76,0.12625955773843453,500,-1080.0000000000055
77,0.10609136164584197,500,-560.0000000000053
78,0.1304916569213383,500,-1027.0000000000077
79,0.10708689068397508,500,-560.0000000000053
80,0.10380815179971978,500,-562.0000000000053
81,0.40058664746396244,500,-640.0000000000072
82,0.337088823562488,500,-2549.999999999976
83,0.39008364607580004,500,-560.0000000000053
84,0.14634683960769326,500,-560.0000000000053
85,0.12170602916181088,500,-580.0000000000058
86,0.09515354299987666,500,-560.0000000000053
87,0.059718539727851745,500,-561.0000000000053
88,0.052631853594444694,500,-561.0000000000053
89,0.03677118791081011,500,-560.0000000000053
90,0.021885790567146613,500,-567.0000000000055
91,0.3037631368814036,500,-560.0000000000053
92,0.10383770374208688,500,-560.0000000000053
93,0.10036234809737653,500,-578.0000000000057
94,0.09116789456742116,500,-560.0000000000053
95,0.041327514593722296,500,-562.0000000000053
96,0.03227749580558156,500,-560.0000000000053
97,0.047967002139892426,500,-560.0000000000053
98,0.031096039055497387,500,-561.0000000000053
99,0.02477060752021498,500,-560.0000000000053
100,0.022747382667905186,500,-560.0000000000053
