episode,loss,steps,rewards
1,0.626824652813375,500,-2910.9999999999764
2,0.09229340446740389,500,-1852.9999999999807
3,0.051537734691053626,500,-2921.9999999999745
4,0.023754411667585372,500,-2137.999999999979
5,0.032051789046730846,500,-2549.999999999976
6,0.007606152504682541,500,-2549.999999999976
7,0.0052475459673441945,500,-2549.999999999976
8,0.006256856712163426,500,-2179.999999999978
9,0.006588819307537051,500,-2549.999999999976
10,0.003923441124832607,500,-2549.999999999976
11,0.23376524296496062,500,-2150.999999999979
12,0.03156507370364852,500,-2184.9999999999777
13,0.018925557798705996,500,-2053.9999999999814
14,0.011195231303165201,500,-2053.9999999999814
15,0.008130668210971635,500,-2052.9999999999814
16,0.006696996614540695,500,-2064.999999999981
17,0.005995162253966555,500,-2061.999999999981
18,0.0043126229376357515,500,-2059.999999999981
19,0.0035598057169263482,500,-2077.999999999981
20,0.0032239693460433044,500,-2064.999999999981
21,0.4484450675251428,500,-2132.9999999999795
22,0.028001203427440488,500,-1386.99999999999
23,0.0180878060599789,500,-1556.9999999999898
24,0.01964806041237898,500,-1067.000000000006
25,0.013015713362430688,500,-1559.9999999999895
26,0.011777165503328434,500,-1551.9999999999898
27,0.0073128834663075395,500,-1376.9999999999898
28,0.009197607085923664,500,-1396.9999999999898
29,0.006610972531751031,500,-1065.0000000000061
30,0.0053720865352952386,500,-1553.9999999999898
31,0.17798987642896827,500,-1438.9999999999898
32,0.016092383938725106,500,-1133.0000000000032
33,0.008411169528932078,500,-1056.0000000000064
34,0.00789704893247108,500,-1056.0000000000064
35,0.006099686007466516,500,-703.0000000000082
36,0.009747972105142253,500,-1550.9999999999898
37,0.007079624624318967,500,-1056.0000000000064
38,0.021844788356902428,500,-758.0000000000082
39,0.014769469033344649,500,-1068.000000000006
40,0.00898322696640389,500,-846.0000000000082
41,0.17671117600344588,500,-2050.9999999999814
42,0.02124171926965937,500,-932.0000000000077
43,0.01950965440890286,500,-563.0000000000053
44,0.07719847289565951,500,-2347.999999999976
45,0.018850748238755148,223,-242.19999999999908
46,0.08262911235856801,254,-718.3000000000035
47,0.12571432710297367,98,-110.69999999999975
48,0.13642944549093955,500,-587.0000000000058
49,0.029703975557499835,31,-37.000000000000036
50,0.11214133590335369,391,-427.00000000000284
51,0.46361343016475437,500,-636.0000000000055
52,0.3385704197705938,13,-11.200000000000005
53,0.22259699986316264,40,-40.90000000000004
54,0.21746468138799332,57,-59.60000000000003
55,0.19389399153220913,23,-39.200000000000024
56,0.14781534149870276,500,-683.0000000000083
57,0.14632891591032968,500,-1550.9999999999898
58,0.06629081835085526,500,-1550.9999999999898
59,0.07666925130225719,500,-1550.9999999999898
60,0.12401039682538248,500,-1551.9999999999898
61,0.6011362814232707,500,-651.0000000000075
62,0.311932595386132,123,-409.20000000000107
63,0.11890579195737484,84,-222.29999999999967
64,0.2103219948709011,10,-7.9
65,0.1996487824633066,366,-758.5000000000051
66,0.20195782052632422,500,-1055.0000000000066
67,0.1972004306735471,500,-1203.9999999999993
68,0.13327939110575243,500,-1055.0000000000066
69,0.2121359301806647,437,-903.6000000000067
70,0.11398026988655328,500,-1033.0000000000073
71,2.0430004324764015,120,-348.9000000000005
72,0.8702059671282768,10,-7.9
73,0.26879212057048624,11,-13.000000000000005
74,0.4048537589609623,10,-7.9
75,0.5371730647981167,10,-7.9
76,0.6978593950088208,13,-15.200000000000008
77,0.5423539944670417,11,-9.000000000000002
78,0.1413014627993107,10,-7.9
79,0.3876205500215292,10,-7.9
80,0.24201630055904388,10,-7.9
81,1.5325618329555242,134,-268.29999999999984
82,0.4597783196717501,10,-7.9
83,0.3067227765917778,10,-7.9
84,0.2657202951610088,10,-7.9
85,0.41863209307193755,10,-7.9
86,0.2860349416732788,10,-7.9
87,0.2864446848630905,10,-7.9
88,0.25024118572473525,10,-7.9
89,0.16333143562078475,10,-7.9
90,0.2676659727638418,11,-9.000000000000002
91,4.463736689090728,10,-7.9
92,1.2899768143892287,10,-7.9
93,1.2862203657627105,10,-7.9
94,0.7968983134941051,95,-188.39999999999966
95,1.2897694528102874,10,-7.9
96,0.7973395511507988,10,-7.9
97,0.6151231542229653,10,-7.9
98,1.3366035277193242,11,-9.000000000000002
99,0.522115824278444,500,-2549.999999999976
100,0.43397741578519344,12,-10.100000000000003
